Crime Type,Loss Amount,State/Territory,Year
Credit Card Fraud,"$434,187",Alabama,2019
Crimes Against Children,"$5,100",Alabama,2019
Criminal Forums,$0,Alabama,2019
Denial of Service/TDos,$437,Alabama,2019
Employment,"$272,034",Alabama,2019
Extortion,"$669,773",Alabama,2019
Gambling,$200,Alabama,2019
Government Impersonation,"$514,358",Alabama,2019
Hacktivist,$0,Alabama,2019
Harassment/Threats of Violence,"$20,207",Alabama,2019
Health Care Related,$0,Alabama,2019
IPR/Copyright and Counterfeit,"$49,079",Alabama,2019
Identity Theft,"$480,361",Alabama,2019
Investment,"$534,616",Alabama,2019
Lottery/Sweepstakes/Inheritance,"$1,545,235",Alabama,2019
Malware/Scareware/Virus,$0,Alabama,2019
Misrepresentation,"$76,810",Alabama,2019
No Lead Value,$0,Alabama,2019
Non-payment/Non-Delivery,"$1,371,765",Alabama,2019
Other,"$224,012",Alabama,2019
Overpayment,"$468,254",Alabama,2019
Personal Data Breach,"$1,586,063",Alabama,2019
Phishing/Vishing/Smishing/Pharming,"$58,595",Alabama,2019
Ransomware,$0,Alabama,2019
Re-shipping,"$3,100",Alabama,2019
Real Estate/Rental,"$1,412,257",Alabama,2019
Spoofing,"$1,187,423",Alabama,2019
Tech Support,"$372,108",Alabama,2019
Terrorism,$0,Alabama,2019
Social Media,"$394,441",Alabama,2019
Virtual Currency,"$346,874",Alabama,2019
Advanced Fee,"$237,112",Alaska,2019
BEC/EAC,"$6,762,874",Alaska,2019
Charity,$125,Alaska,2019
Civil Matter,$407,Alaska,2019
Confidence Fraud/Romance,"$621,265",Alaska,2019
Corporate Data Breach,"$112,062",Alaska,2019
Credit Card Fraud,"$89,235",Alaska,2019
Crimes Against Children,$0,Alaska,2019
Criminal Forums,$0,Alaska,2019
Denial of Service/TDos,$0,Alaska,2019
Employment,"$27,899",Alaska,2019
Extortion,"$17,956",Alaska,2019
Gambling,$0,Alaska,2019
Government Impersonation,"$24,639",Alaska,2019
Hacktivist,$0,Alaska,2019
Harassment/Threats of Violence,$0,Alaska,2019
Health Care Related,$0,Alaska,2019
IPR/Copyright and Counterfeit,$117,Alaska,2019
Identity Theft,"$178,094",Alaska,2019
Investment,"$78,217",Alaska,2019
Lottery/Sweepstakes/Inheritance,"$97,075",Alaska,2019
Malware/Scareware/Virus,$200,Alaska,2019
Misrepresentation,"$12,219",Alaska,2019
No Lead Value,$0,Alaska,2019
Non-payment/Non-Delivery,"$292,147",Alaska,2019
Other,"$8,752",Alaska,2019
Overpayment,"$118,764",Alaska,2019
Personal Data Breach,"$1,127,618",Alaska,2019
Phishing/Vishing/Smishing/Pharming,"$616,986",Alaska,2019
Ransomware,"$3,000",Alaska,2019
Re-shipping,$0,Alaska,2019
Real Estate/Rental,"$79,400",Alaska,2019
Spoofing,"$285,650",Alaska,2019
Tech Support,"$160,794",Alaska,2019
Terrorism,$0,Alaska,2019
Social Media,"$80,962",Alaska,2019
Virtual Currency,"$109,413",Alaska,2019
Advanced Fee,$0,American Samoa,2019
BEC/EAC,$0,American Samoa,2019
Charity,$0,American Samoa,2019
Civil Matter,$0,American Samoa,2019
Confidence Fraud/Romance,$0,American Samoa,2019
Corporate Data Breach,$0,American Samoa,2019
Credit Card Fraud,"$15,088",American Samoa,2019
Crimes Against Children,$0,American Samoa,2019
Criminal Forums,$0,American Samoa,2019
Denial of Service/TDos,$0,American Samoa,2019
Employment,$0,American Samoa,2019
Extortion,$100,American Samoa,2019
Gambling,$0,American Samoa,2019
Government Impersonation,$0,American Samoa,2019
Hacktivist,$0,American Samoa,2019
Harassment/Threats of Violence,$0,American Samoa,2019
Health Care Related,$0,American Samoa,2019
IPR/Copyright and Counterfeit,$0,American Samoa,2019
Identity Theft,$0,American Samoa,2019
Investment,$0,American Samoa,2019
Lottery/Sweepstakes/Inheritance,$0,American Samoa,2019
Malware/Scareware/Virus,$0,American Samoa,2019
Misrepresentation,$0,American Samoa,2019
No Lead Value,$0,American Samoa,2019
Non-payment/Non-Delivery,$250,American Samoa,2019
Other,$0,American Samoa,2019
Overpayment,$0,American Samoa,2019
Personal Data Breach,$541,American Samoa,2019
Phishing/Vishing/Smishing/Pharming,$0,American Samoa,2019
Ransomware,$0,American Samoa,2019
Re-shipping,$0,American Samoa,2019
Real Estate/Rental,$0,American Samoa,2019
Spoofing,$50,American Samoa,2019
Tech Support,$381,American Samoa,2019
Terrorism,$0,American Samoa,2019
Social Media,$100,American Samoa,2019
Virtual Currency,$0,American Samoa,2019
Advanced Fee,"$3,132,942",Arizona,2019
BEC/EAC,"$23,530,353",Arizona,2019
Charity,"$1,851",Arizona,2019
Civil Matter,"$376,450",Arizona,2019
Confidence Fraud/Romance,"$5,605,375",Arizona,2019
Corporate Data Breach,"$143,799",Arizona,2019
Credit Card Fraud,"$2,652,882",Arizona,2019
Crimes Against Children,$0,Arizona,2019
Criminal Forums,$0,Arizona,2019
Denial of Service/TDos,"$1,800",Arizona,2019
Employment,"$899,595",Arizona,2019
Extortion,"$676,825",Arizona,2019
Gambling,$0,Arizona,2019
Government Impersonation,"$1,497,835",Arizona,2019
Hacktivist,"$4,000",Arizona,2019
Harassment/Threats of Violence,"$179,879",Arizona,2019
Health Care Related,$274,Arizona,2019
IPR/Copyright and Counterfeit,"$2,125",Arizona,2019
Identity Theft,"$1,730,576",Arizona,2019
Investment,"$2,094,116",Arizona,2019
Lottery/Sweepstakes/Inheritance,"$1,486,865",Arizona,2019
Malware/Scareware/Virus,"$5,828",Arizona,2019
Misrepresentation,"$271,041",Arizona,2019
No Lead Value,$0,Arizona,2019
Non-payment/Non-Delivery,"$3,973,590",Arizona,2019
Other,"$18,588",Arizona,2019
Overpayment,"$713,822",Arizona,2019
Personal Data Breach,"$1,002,517",Arizona,2019
Phishing/Vishing/Smishing/Pharming,"$560,916",Arizona,2019
Ransomware,"$98,362",Arizona,2019
Re-shipping,"$342,846",Arizona,2019
Real Estate/Rental,"$3,717,895",Arizona,2019
Spoofing,"$5,963,787",Arizona,2019
Tech Support,"$1,736,204",Arizona,2019
Terrorism,$0,Arizona,2019
Social Media,"$1,227,832",Arizona,2019
Virtual Currency,"$821,434",Arizona,2019
Advanced Fee,"$1,430,811",Arkansas,2019
BEC/EAC,"$15,998,213",Arkansas,2019
Charity,$0,Arkansas,2019
Civil Matter,"$250,040",Arkansas,2019
Confidence Fraud/Romance,"$2,805,097",Arkansas,2019
Corporate Data Breach,"$30,000",Arkansas,2019
Credit Card Fraud,"$202,206",Arkansas,2019
Crimes Against Children,$0,Arkansas,2019
Criminal Forums,$0,Arkansas,2019
Denial of Service/TDos,$0,Arkansas,2019
Employment,"$302,028",Arkansas,2019
Extortion,"$134,002",Arkansas,2019
Gambling,$0,Arkansas,2019
Government Impersonation,"$447,084",Arkansas,2019
Hacktivist,$0,Arkansas,2019
Harassment/Threats of Violence,"$199,223",Arkansas,2019
Health Care Related,$360,Arkansas,2019
IPR/Copyright and Counterfeit,"$10,138",Arkansas,2019
Identity Theft,"$1,362,255",Arkansas,2019
Investment,"$806,300",Arkansas,2019
Lottery/Sweepstakes/Inheritance,"$422,002",Arkansas,2019
Malware/Scareware/Virus,$0,Arkansas,2019
Misrepresentation,"$34,275",Arkansas,2019
No Lead Value,$0,Arkansas,2019
Non-payment/Non-Delivery,"$620,038",Arkansas,2019
Other,"$174,956",Arkansas,2019
Overpayment,"$381,063",Arkansas,2019
Personal Data Breach,"$90,212",Arkansas,2019
Phishing/Vishing/Smishing/Pharming,"$188,179",Arkansas,2019
Ransomware,"$28,200",Arkansas,2019
Re-shipping,$120,Arkansas,2019
Real Estate/Rental,"$419,759",Arkansas,2019
Spoofing,"$1,587,533",Arkansas,2019
Tech Support,"$118,600",Arkansas,2019
Terrorism,$0,Arkansas,2019
Social Media,"$1,171,826",Arkansas,2019
Virtual Currency,"$80,393",Arkansas,2019
Advanced Fee,"$13,542,429",California,2019
BEC/EAC,"$263,280,775",California,2019
Charity,"$257,159",California,2019
Civil Matter,"$5,251,582",California,2019
Confidence Fraud/Romance,"$107,853,977",California,2019
Corporate Data Breach,"$6,064,748",California,2019
Credit Card Fraud,"$17,519,988",California,2019
Crimes Against Children,$793,California,2019
Criminal Forums,$0,California,2019
Denial of Service/TDos,"$164,652",California,2019
Employment,"$6,440,960",California,2019
Extortion,"$26,675,566",California,2019
Gambling,"$88,246",California,2019
Government Impersonation,"$29,053,752",California,2019
Hacktivist,$0,California,2019
Harassment/Threats of Violence,"$2,692,596",California,2019
Health Care Related,"$228,972",California,2019
IPR/Copyright and Counterfeit,"$3,617,279",California,2019
Identity Theft,"$32,127,429",California,2019
Investment,"$37,819,776",California,2019
Lottery/Sweepstakes/Inheritance,"$7,871,344",California,2019
Malware/Scareware/Virus,"$215,843",California,2019
Misrepresentation,"$1,850,282",California,2019
No Lead Value,$0,California,2019
Non-payment/Non-Delivery,"$26,755,670",California,2019
Other,"$5,480,991",California,2019
Overpayment,"$9,715,527",California,2019
Personal Data Breach,"$17,672,566",California,2019
Phishing/Vishing/Smishing/Pharming,"$6,005,044",California,2019
Ransomware,"$1,448,357",California,2019
Re-shipping,"$174,845",California,2019
Real Estate/Rental,"$56,285,319",California,2019
Spoofing,"$58,875,334",California,2019
Tech Support,"$7,706,581",California,2019
Terrorism,"$11,108",California,2019
Social Media,"$11,864,875",California,2019
Virtual Currency,"$28,973,519",California,2019
Advanced Fee,"$1,989,186",Colorado,2019
BEC/EAC,"$35,640,598",Colorado,2019
Charity,"$10,100",Colorado,2019
Civil Matter,"$125,523",Colorado,2019
Confidence Fraud/Romance,"$8,959,763",Colorado,2019
Corporate Data Breach,"$813,318",Colorado,2019
Credit Card Fraud,"$3,544,685",Colorado,2019
Crimes Against Children,$0,Colorado,2019
Criminal Forums,$0,Colorado,2019
Denial of Service/TDos,$0,Colorado,2019
Employment,"$588,370",Colorado,2019
Extortion,"$1,036,216",Colorado,2019
Gambling,"$3,500",Colorado,2019
Government Impersonation,"$1,289,014",Colorado,2019
Hacktivist,$0,Colorado,2019
Harassment/Threats of Violence,"$86,654",Colorado,2019
Health Care Related,$702,Colorado,2019
IPR/Copyright and Counterfeit,"$68,467",Colorado,2019
Identity Theft,"$1,501,691",Colorado,2019
Investment,"$6,135,163",Colorado,2019
Lottery/Sweepstakes/Inheritance,"$747,553",Colorado,2019
Malware/Scareware/Virus,"$2,113",Colorado,2019
Misrepresentation,"$298,481",Colorado,2019
No Lead Value,$0,Colorado,2019
Non-payment/Non-Delivery,"$3,120,382",Colorado,2019
Other,"$509,019",Colorado,2019
Overpayment,"$585,675",Colorado,2019
Personal Data Breach,"$1,954,277",Colorado,2019
Phishing/Vishing/Smishing/Pharming,"$5,487,086",Colorado,2019
Ransomware,"$35,416",Colorado,2019
Re-shipping,"$4,898",Colorado,2019
Real Estate/Rental,"$4,194,014",Colorado,2019
Spoofing,"$10,016,991",Colorado,2019
Tech Support,"$708,572",Colorado,2019
Terrorism,$0,Colorado,2019
Social Media,"$712,125",Colorado,2019
Virtual Currency,"$6,460,053",Colorado,2019
Advanced Fee,"$745,153",Connecticut,2019
BEC/EAC,"$19,084,050",Connecticut,2019
Charity,$0,Connecticut,2019
Civil Matter,$998,Connecticut,2019
Confidence Fraud/Romance,"$3,362,156",Connecticut,2019
Corporate Data Breach,"$3,394,438",Connecticut,2019
Credit Card Fraud,"$1,259,647",Connecticut,2019
Crimes Against Children,$0,Connecticut,2019
Criminal Forums,$0,Connecticut,2019
Denial of Service/TDos,$20,Connecticut,2019
Employment,"$179,433",Connecticut,2019
Extortion,"$473,170",Connecticut,2019
Gambling,$308,Connecticut,2019
Government Impersonation,"$772,621",Connecticut,2019
Hacktivist,$0,Connecticut,2019
Harassment/Threats of Violence,"$26,802",Connecticut,2019
Health Care Related,"$3,500",Connecticut,2019
IPR/Copyright and Counterfeit,"$125,734",Connecticut,2019
Identity Theft,"$486,186",Connecticut,2019
Investment,"$1,818,834",Connecticut,2019
Lottery/Sweepstakes/Inheritance,"$395,344",Connecticut,2019
Malware/Scareware/Virus,"$133,744",Connecticut,2019
Misrepresentation,"$120,227",Connecticut,2019
No Lead Value,$0,Connecticut,2019
Non-payment/Non-Delivery,"$1,248,832",Connecticut,2019
Other,"$11,252",Connecticut,2019
Overpayment,"$233,841",Connecticut,2019
Personal Data Breach,"$1,832,597",Connecticut,2019
Phishing/Vishing/Smishing/Pharming,"$157,862",Connecticut,2019
Ransomware,"$73,500",Connecticut,2019
Re-shipping,"$18,000",Connecticut,2019
Real Estate/Rental,"$1,735,551",Connecticut,2019
Spoofing,"$1,857,422",Connecticut,2019
Tech Support,"$623,893",Connecticut,2019
Terrorism,$0,Connecticut,2019
Social Media,"$419,000",Connecticut,2019
Virtual Currency,"$1,558,960",Connecticut,2019
Advanced Fee,"$63,631",Delaware,2019
BEC/EAC,"$3,191,516",Delaware,2019
Charity,$0,Delaware,2019
Civil Matter,"$6,000",Delaware,2019
Confidence Fraud/Romance,"$1,232,292",Delaware,2019
Corporate Data Breach,"$7,623",Delaware,2019
Credit Card Fraud,"$111,462",Delaware,2019
Crimes Against Children,$0,Delaware,2019
Criminal Forums,$0,Delaware,2019
Denial of Service/TDos,$0,Delaware,2019
Employment,"$102,679",Delaware,2019
Extortion,"$81,286",Delaware,2019
Gambling,$0,Delaware,2019
Government Impersonation,"$87,232",Delaware,2019
Hacktivist,$0,Delaware,2019
Harassment/Threats of Violence,"$1,456",Delaware,2019
Health Care Related,$0,Delaware,2019
IPR/Copyright and Counterfeit,$0,Delaware,2019
Identity Theft,"$79,399",Delaware,2019
Investment,"$234,246",Delaware,2019
Lottery/Sweepstakes/Inheritance,"$202,453",Delaware,2019
Malware/Scareware/Virus,$399,Delaware,2019
Misrepresentation,"$41,084",Delaware,2019
No Lead Value,$0,Delaware,2019
Non-payment/Non-Delivery,"$591,785",Delaware,2019
Other,"$38,225",Delaware,2019
Overpayment,"$161,351",Delaware,2019
Personal Data Breach,"$323,956",Delaware,2019
Phishing/Vishing/Smishing/Pharming,"$29,886",Delaware,2019
Ransomware,"$40,000",Delaware,2019
Re-shipping,"$4,296",Delaware,2019
Real Estate/Rental,"$50,390",Delaware,2019
Spoofing,"$98,874",Delaware,2019
Tech Support,"$148,414",Delaware,2019
Terrorism,$0,Delaware,2019
Social Media,"$38,687",Delaware,2019
Virtual Currency,"$71,646",Delaware,2019
Advanced Fee,"$315,690",District of Columbia,2019
BEC/EAC,"$6,870,085",District of Columbia,2019
Charity,"$70,304",District of Columbia,2019
Civil Matter,$0,District of Columbia,2019
Confidence Fraud/Romance,"$199,106",District of Columbia,2019
Corporate Data Breach,"$680,000",District of Columbia,2019
Credit Card Fraud,"$140,565",District of Columbia,2019
Crimes Against Children,$0,District of Columbia,2019
Criminal Forums,$0,District of Columbia,2019
Denial of Service/TDos,$0,District of Columbia,2019
Employment,"$44,240",District of Columbia,2019
Extortion,"$2,368,259",District of Columbia,2019
Gambling,$0,District of Columbia,2019
Government Impersonation,"$2,331,947",District of Columbia,2019
Hacktivist,$0,District of Columbia,2019
Harassment/Threats of Violence,"$4,450",District of Columbia,2019
Health Care Related,$117,District of Columbia,2019
IPR/Copyright and Counterfeit,"$22,362",District of Columbia,2019
Identity Theft,"$32,728",District of Columbia,2019
Investment,"$468,087",District of Columbia,2019
Lottery/Sweepstakes/Inheritance,"$6,640",District of Columbia,2019
Malware/Scareware/Virus,"$70,000",District of Columbia,2019
Misrepresentation,"$4,257",District of Columbia,2019
No Lead Value,$0,District of Columbia,2019
Non-payment/Non-Delivery,"$206,031",District of Columbia,2019
Other,"$16,335",District of Columbia,2019
Overpayment,"$636,696",District of Columbia,2019
Personal Data Breach,"$159,751",District of Columbia,2019
Phishing/Vishing/Smishing/Pharming,"$27,148",District of Columbia,2019
Ransomware,"$406,500",District of Columbia,2019
Re-shipping,$0,District of Columbia,2019
Real Estate/Rental,"$391,254",District of Columbia,2019
Spoofing,"$1,142,555",District of Columbia,2019
Tech Support,"$121,414",District of Columbia,2019
Terrorism,$0,District of Columbia,2019
Social Media,"$48,467",District of Columbia,2019
Virtual Currency,"$85,642",District of Columbia,2019
Advanced Fee,"$7,426,995",Florida,2019
BEC/EAC,"$96,235,703",Florida,2019
Charity,"$20,045",Florida,2019
Civil Matter,"$2,844,620",Florida,2019
Confidence Fraud/Romance,"$43,500,838",Florida,2019
Corporate Data Breach,"$3,964,554",Florida,2019
Credit Card Fraud,"$9,572,751",Florida,2019
Crimes Against Children,"$900,959",Florida,2019
Criminal Forums,$0,Florida,2019
Denial of Service/TDos,"$250,967",Florida,2019
Employment,"$4,208,739",Florida,2019
Extortion,"$5,673,943",Florida,2019
Gambling,"$540,083",Florida,2019
Government Impersonation,"$6,779,459",Florida,2019
Hacktivist,$0,Florida,2019
Harassment/Threats of Violence,"$1,397,252",Florida,2019
Health Care Related,"$14,326",Florida,2019
IPR/Copyright and Counterfeit,"$519,875",Florida,2019
Identity Theft,"$42,665,272",Florida,2019
Investment,"$24,484,614",Florida,2019
Lottery/Sweepstakes/Inheritance,"$5,107,930",Florida,2019
Malware/Scareware/Virus,"$64,781",Florida,2019
Misrepresentation,"$1,197,592",Florida,2019
No Lead Value,$0,Florida,2019
Non-payment/Non-Delivery,"$20,731,702",Florida,2019
Other,"$31,760,501",Florida,2019
Overpayment,"$4,669,455",Florida,2019
Personal Data Breach,"$9,671,232",Florida,2019
Phishing/Vishing/Smishing/Pharming,"$3,854,274",Florida,2019
Ransomware,"$1,260,490",Florida,2019
Re-shipping,"$112,577",Florida,2019
Real Estate/Rental,"$15,867,113",Florida,2019
Spoofing,"$18,336,040",Florida,2019
Tech Support,"$5,880,301",Florida,2019
Terrorism,$0,Florida,2019
Social Media,"$10,126,805",Florida,2019
Virtual Currency,"$8,426,198",Florida,2019
Advanced Fee,"$1,315,373",Georgia,2019
BEC/EAC,"$36,817,673",Georgia,2019
Charity,"$5,509",Georgia,2019
Civil Matter,"$3,395,350",Georgia,2019
Confidence Fraud/Romance,"$6,524,578",Georgia,2019
Corporate Data Breach,"$3,635,033",Georgia,2019
Credit Card Fraud,"$2,998,269",Georgia,2019
Crimes Against Children,$0,Georgia,2019
Criminal Forums,$0,Georgia,2019
Denial of Service/TDos,$0,Georgia,2019
Employment,"$483,346",Georgia,2019
Extortion,"$1,225,538",Georgia,2019
Gambling,"$2,999",Georgia,2019
Government Impersonation,"$1,180,814",Georgia,2019
Hacktivist,$0,Georgia,2019
Harassment/Threats of Violence,"$1,307,231",Georgia,2019
Health Care Related,$250,Georgia,2019
IPR/Copyright and Counterfeit,"$77,355",Georgia,2019
Identity Theft,"$2,235,517",Georgia,2019
Investment,"$16,193,110",Georgia,2019
Lottery/Sweepstakes/Inheritance,"$216,486",Georgia,2019
Malware/Scareware/Virus,"$2,983",Georgia,2019
Misrepresentation,"$863,580",Georgia,2019
No Lead Value,$0,Georgia,2019
Non-payment/Non-Delivery,"$3,590,328",Georgia,2019
Other,"$419,542",Georgia,2019
Overpayment,"$1,102,539",Georgia,2019
Personal Data Breach,"$1,798,927",Georgia,2019
Phishing/Vishing/Smishing/Pharming,"$351,523",Georgia,2019
Ransomware,"$25,027",Georgia,2019
Re-shipping,"$42,951",Georgia,2019
Real Estate/Rental,"$4,838,850",Georgia,2019
Spoofing,"$3,915,263",Georgia,2019
Tech Support,"$725,515",Georgia,2019
Terrorism,$0,Georgia,2019
Social Media,"$1,219,594",Georgia,2019
Virtual Currency,"$15,625,997",Georgia,2019
Advanced Fee,$950,Guam,2019
BEC/EAC,$0,Guam,2019
Charity,$0,Guam,2019
Civil Matter,$0,Guam,2019
Confidence Fraud/Romance,"$79,551",Guam,2019
Corporate Data Breach,$0,Guam,2019
Credit Card Fraud,"$801,240",Guam,2019
Crimes Against Children,$0,Guam,2019
Criminal Forums,$0,Guam,2019
Denial of Service/TDos,$0,Guam,2019
Employment,"$2,620",Guam,2019
Extortion,$0,Guam,2019
Gambling,$0,Guam,2019
Government Impersonation,$0,Guam,2019
Hacktivist,$0,Guam,2019
Harassment/Threats of Violence,$0,Guam,2019
Health Care Related,$0,Guam,2019
IPR/Copyright and Counterfeit,$0,Guam,2019
Identity Theft,"$801,240",Guam,2019
Investment,$0,Guam,2019
Lottery/Sweepstakes/Inheritance,$270,Guam,2019
Malware/Scareware/Virus,$0,Guam,2019
Misrepresentation,$0,Guam,2019
No Lead Value,$0,Guam,2019
Non-payment/Non-Delivery,"$13,904",Guam,2019
Other,$100,Guam,2019
Overpayment,"$2,620",Guam,2019
Personal Data Breach,$270,Guam,2019
Phishing/Vishing/Smishing/Pharming,$0,Guam,2019
Ransomware,$0,Guam,2019
Re-shipping,$0,Guam,2019
Real Estate/Rental,$580,Guam,2019
Spoofing,$0,Guam,2019
Tech Support,$0,Guam,2019
Terrorism,$0,Guam,2019
Social Media,"$74,821",Guam,2019
Virtual Currency,$53,Guam,2019
Advanced Fee,"$850,991",Hawaii,2019
BEC/EAC,"$4,948,948",Hawaii,2019
Charity,$0,Hawaii,2019
Civil Matter,"$5,557",Hawaii,2019
Confidence Fraud/Romance,"$1,705,801",Hawaii,2019
Corporate Data Breach,"$15,949",Hawaii,2019
Credit Card Fraud,"$218,340",Hawaii,2019
Crimes Against Children,$0,Hawaii,2019
Criminal Forums,$0,Hawaii,2019
Denial of Service/TDos,$0,Hawaii,2019
Employment,"$69,897",Hawaii,2019
Extortion,"$62,628",Hawaii,2019
Gambling,"$2,000",Hawaii,2019
Government Impersonation,"$123,798",Hawaii,2019
Hacktivist,$0,Hawaii,2019
Harassment/Threats of Violence,"$19,109",Hawaii,2019
Health Care Related,$0,Hawaii,2019
IPR/Copyright and Counterfeit,$0,Hawaii,2019
Identity Theft,"$114,323",Hawaii,2019
Investment,"$576,695",Hawaii,2019
Lottery/Sweepstakes/Inheritance,"$1,019,967",Hawaii,2019
Malware/Scareware/Virus,"$100,004",Hawaii,2019
Misrepresentation,"$28,571",Hawaii,2019
No Lead Value,$0,Hawaii,2019
Non-payment/Non-Delivery,"$316,793",Hawaii,2019
Other,"$41,231",Hawaii,2019
Overpayment,"$175,305",Hawaii,2019
Personal Data Breach,"$300,841",Hawaii,2019
Phishing/Vishing/Smishing/Pharming,"$125,288",Hawaii,2019
Ransomware,$0,Hawaii,2019
Re-shipping,$0,Hawaii,2019
Real Estate/Rental,"$264,715",Hawaii,2019
Spoofing,"$811,771",Hawaii,2019
Tech Support,"$200,521",Hawaii,2019
Terrorism,$0,Hawaii,2019
Social Media,"$101,368",Hawaii,2019
Virtual Currency,"$622,207",Hawaii,2019
Advanced Fee,"$1,175,397",Idaho,2019
BEC/EAC,"$2,318,883",Idaho,2019
Charity,"$5,650",Idaho,2019
Civil Matter,$59,Idaho,2019
Confidence Fraud/Romance,"$1,421,497",Idaho,2019
Corporate Data Breach,"$62,055",Idaho,2019
Credit Card Fraud,"$127,261",Idaho,2019
Crimes Against Children,$50,Idaho,2019
Criminal Forums,$0,Idaho,2019
Denial of Service/TDos,$0,Idaho,2019
Employment,"$179,016",Idaho,2019
Extortion,"$192,772",Idaho,2019
Gambling,$160,Idaho,2019
Government Impersonation,"$198,708",Idaho,2019
Hacktivist,$0,Idaho,2019
Harassment/Threats of Violence,"$31,659",Idaho,2019
Health Care Related,$330,Idaho,2019
IPR/Copyright and Counterfeit,"$101,814",Idaho,2019
Identity Theft,"$118,965",Idaho,2019
Investment,"$2,918,659",Idaho,2019
Lottery/Sweepstakes/Inheritance,"$111,350",Idaho,2019
Malware/Scareware/Virus,"$2,290",Idaho,2019
Misrepresentation,"$11,115",Idaho,2019
No Lead Value,$0,Idaho,2019
Non-payment/Non-Delivery,"$2,103,935",Idaho,2019
Other,"$16,655",Idaho,2019
Overpayment,"$165,661",Idaho,2019
Personal Data Breach,"$313,561",Idaho,2019
Phishing/Vishing/Smishing/Pharming,"$65,516",Idaho,2019
Ransomware,$0,Idaho,2019
Re-shipping,"$32,887",Idaho,2019
Real Estate/Rental,"$1,592,760",Idaho,2019
Spoofing,"$447,209",Idaho,2019
Tech Support,"$1,543,231",Idaho,2019
Terrorism,$0,Idaho,2019
Social Media,"$257,201",Idaho,2019
Virtual Currency,"$4,733,889",Idaho,2019
Advanced Fee,"$3,510,064",Illinois,2019
BEC/EAC,"$65,235,477",Illinois,2019
Charity,"$52,565",Illinois,2019
Civil Matter,"$341,991",Illinois,2019
Confidence Fraud/Romance,"$11,047,440",Illinois,2019
Corporate Data Breach,"$1,632,320",Illinois,2019
Credit Card Fraud,"$3,646,855",Illinois,2019
Crimes Against Children,$300,Illinois,2019
Criminal Forums,$0,Illinois,2019
Denial of Service/TDos,$0,Illinois,2019
Employment,"$631,313",Illinois,2019
Extortion,"$3,560,477",Illinois,2019
Gambling,"$4,006",Illinois,2019
Government Impersonation,"$2,701,293",Illinois,2019
Hacktivist,$0,Illinois,2019
Harassment/Threats of Violence,"$490,849",Illinois,2019
Health Care Related,"$2,367",Illinois,2019
IPR/Copyright and Counterfeit,"$86,242",Illinois,2019
Identity Theft,"$2,518,547",Illinois,2019
Investment,"$2,685,539",Illinois,2019
Lottery/Sweepstakes/Inheritance,"$751,322",Illinois,2019
Malware/Scareware/Virus,"$127,591",Illinois,2019
Misrepresentation,"$283,624",Illinois,2019
No Lead Value,$0,Illinois,2019
Non-payment/Non-Delivery,"$5,893,762",Illinois,2019
Other,"$892,133",Illinois,2019
Overpayment,"$1,336,215",Illinois,2019
Personal Data Breach,"$4,154,080",Illinois,2019
Phishing/Vishing/Smishing/Pharming,"$1,741,123",Illinois,2019
Ransomware,"$1,097,470",Illinois,2019
Re-shipping,"$27,903",Illinois,2019
Real Estate/Rental,"$3,212,951",Illinois,2019
Spoofing,"$7,406,737",Illinois,2019
Tech Support,"$1,556,435",Illinois,2019
Terrorism,"$13,000",Illinois,2019
Social Media,"$1,838,156",Illinois,2019
Virtual Currency,"$3,200,061",Illinois,2019
Advanced Fee,"$550,958",Indiana,2019
BEC/EAC,"$11,544,682",Indiana,2019
Charity,"$1,030",Indiana,2019
Civil Matter,"$514,038",Indiana,2019
Confidence Fraud/Romance,"$3,249,354",Indiana,2019
Corporate Data Breach,"$36,934",Indiana,2019
Credit Card Fraud,"$421,057",Indiana,2019
Crimes Against Children,"$25,000",Indiana,2019
Criminal Forums,$0,Indiana,2019
Denial of Service/TDos,$989,Indiana,2019
Employment,"$429,607",Indiana,2019
Extortion,"$393,976",Indiana,2019
Gambling,$500,Indiana,2019
Government Impersonation,"$604,768",Indiana,2019
Hacktivist,$0,Indiana,2019
Harassment/Threats of Violence,"$55,398",Indiana,2019
Health Care Related,"$100,000",Indiana,2019
IPR/Copyright and Counterfeit,"$2,095,761",Indiana,2019
Identity Theft,"$1,068,436",Indiana,2019
Investment,"$841,370",Indiana,2019
Lottery/Sweepstakes/Inheritance,"$339,148",Indiana,2019
Malware/Scareware/Virus,"$2,550",Indiana,2019
Misrepresentation,"$126,460",Indiana,2019
No Lead Value,$0,Indiana,2019
Non-payment/Non-Delivery,"$2,131,609",Indiana,2019
Other,"$146,451",Indiana,2019
Overpayment,"$395,635",Indiana,2019
Personal Data Breach,"$927,234",Indiana,2019
Phishing/Vishing/Smishing/Pharming,"$159,277",Indiana,2019
Ransomware,"$11,700",Indiana,2019
Re-shipping,"$2,500",Indiana,2019
Real Estate/Rental,"$987,692",Indiana,2019
Spoofing,"$3,694,070",Indiana,2019
Tech Support,"$383,621",Indiana,2019
Terrorism,$0,Indiana,2019
Social Media,"$736,780",Indiana,2019
Virtual Currency,"$292,797",Indiana,2019
Advanced Fee,"$2,369,332",Iowa,2019
BEC/EAC,"$9,910,940",Iowa,2019
Charity,$419,Iowa,2019
Civil Matter,"$8,372",Iowa,2019
Confidence Fraud/Romance,"$1,650,707",Iowa,2019
