Crime Type,Subject Count,State/Territory,Year
Misrepresentation,114,New Jersey,2019
No Lead Value,728,New Jersey,2019
Non-payment/Non-Delivery,794,New Jersey,2019
Other,53,New Jersey,2019
Overpayment,205,New Jersey,2019
Personal Data Breach,226,New Jersey,2019
Phishing/Vishing/Smishing/Pharming,133,New Jersey,2019
Ransomware,9,New Jersey,2019
Re-shipping,61,New Jersey,2019
Real Estate/Rental,109,New Jersey,2019
Spoofing,191,New Jersey,2019
Tech Support,112,New Jersey,2019
Terrorism,0,New Jersey,2019
Social Media,140,New Jersey,2019
Virtual Currency,57,New Jersey,2019
Advanced Fee,23,New Mexico,2019
BEC/EAC,22,New Mexico,2019
Charity,0,New Mexico,2019
Civil Matter,2,New Mexico,2019
Confidence Fraud/Romance,31,New Mexico,2019
Corporate Data Breach,6,New Mexico,2019
Credit Card Fraud,12,New Mexico,2019
Crimes Against Children,8,New Mexico,2019
Criminal Forums,0,New Mexico,2019
Denial of Service/TDos,1,New Mexico,2019
Employment,12,New Mexico,2019
Extortion,13,New Mexico,2019
Gambling,0,New Mexico,2019
Government Impersonation,12,New Mexico,2019
Hacktivist,0,New Mexico,2019
Harassment/Threats of Violence,84,New Mexico,2019
Health Care Related,1,New Mexico,2019
IPR/Copyright and Counterfeit,4,New Mexico,2019
Identity Theft,87,New Mexico,2019
Investment,2,New Mexico,2019
Lottery/Sweepstakes/Inheritance,10,New Mexico,2019
Malware/Scareware/Virus,1,New Mexico,2019
Misrepresentation,6,New Mexico,2019
No Lead Value,180,New Mexico,2019
Non-payment/Non-Delivery,83,New Mexico,2019
Other,10,New Mexico,2019
Overpayment,25,New Mexico,2019
Personal Data Breach,344,New Mexico,2019
Phishing/Vishing/Smishing/Pharming,14,New Mexico,2019
Ransomware,2,New Mexico,2019
Re-shipping,0,New Mexico,2019
Real Estate/Rental,23,New Mexico,2019
Spoofing,22,New Mexico,2019
Tech Support,3,New Mexico,2019
Terrorism,0,New Mexico,2019
Social Media,25,New Mexico,2019
Virtual Currency,9,New Mexico,2019
Advanced Fee,559,New York,2019
BEC/EAC,287,New York,2019
Charity,7,New York,2019
Civil Matter,28,New York,2019
Confidence Fraud/Romance,664,New York,2019
Corporate Data Breach,26,New York,2019
Credit Card Fraud,389,New York,2019
Crimes Against Children,21,New York,2019
Criminal Forums,0,New York,2019
Denial of Service/TDos,13,New York,2019
Employment,687,New York,2019
Extortion,354,New York,2019
Gambling,6,New York,2019
Government Impersonation,198,New York,2019
Hacktivist,0,New York,2019
Harassment/Threats of Violence,359,New York,2019
Health Care Related,4,New York,2019
IPR/Copyright and Counterfeit,83,New York,2019
Identity Theft,223,New York,2019
Investment,213,New York,2019
Lottery/Sweepstakes/Inheritance,193,New York,2019
Malware/Scareware/Virus,18,New York,2019
Misrepresentation,179,New York,2019
No Lead Value,"1,165",New York,2019
Non-payment/Non-Delivery,"1,758",New York,2019
Other,177,New York,2019
Overpayment,633,New York,2019
Personal Data Breach,647,New York,2019
Phishing/Vishing/Smishing/Pharming,315,New York,2019
Ransomware,9,New York,2019
Re-shipping,79,New York,2019
Real Estate/Rental,508,New York,2019
Spoofing,319,New York,2019
Tech Support,258,New York,2019
Terrorism,0,New York,2019
Social Media,475,New York,2019
Virtual Currency,254,New York,2019
Advanced Fee,128,North Carolina,2019
BEC/EAC,83,North Carolina,2019
Charity,6,North Carolina,2019
Civil Matter,11,North Carolina,2019
Confidence Fraud/Romance,175,North Carolina,2019
Corporate Data Breach,3,North Carolina,2019
Credit Card Fraud,96,North Carolina,2019
Crimes Against Children,18,North Carolina,2019
Criminal Forums,0,North Carolina,2019
Denial of Service/TDos,12,North Carolina,2019
Employment,115,North Carolina,2019
Extortion,87,North Carolina,2019
Gambling,1,North Carolina,2019
Government Impersonation,61,North Carolina,2019
Hacktivist,0,North Carolina,2019
Harassment/Threats of Violence,159,North Carolina,2019
Health Care Related,2,North Carolina,2019
IPR/Copyright and Counterfeit,11,North Carolina,2019
Identity Theft,83,North Carolina,2019
Investment,18,North Carolina,2019
Lottery/Sweepstakes/Inheritance,41,North Carolina,2019
Malware/Scareware/Virus,12,North Carolina,2019
Misrepresentation,44,North Carolina,2019
No Lead Value,189,North Carolina,2019
Non-payment/Non-Delivery,628,North Carolina,2019
Other,51,North Carolina,2019
Overpayment,141,North Carolina,2019
Personal Data Breach,203,North Carolina,2019
Phishing/Vishing/Smishing/Pharming,89,North Carolina,2019
Ransomware,4,North Carolina,2019
Re-shipping,4,North Carolina,2019
Real Estate/Rental,145,North Carolina,2019
Spoofing,98,North Carolina,2019
Tech Support,43,North Carolina,2019
Terrorism,0,North Carolina,2019
Social Media,162,North Carolina,2019
Virtual Currency,45,North Carolina,2019
Advanced Fee,13,North Dakota,2019
BEC/EAC,4,North Dakota,2019
Charity,0,North Dakota,2019
Civil Matter,0,North Dakota,2019
Confidence Fraud/Romance,10,North Dakota,2019
Corporate Data Breach,0,North Dakota,2019
Credit Card Fraud,5,North Dakota,2019
Crimes Against Children,0,North Dakota,2019
Criminal Forums,0,North Dakota,2019
Denial of Service/TDos,1,North Dakota,2019
Employment,8,North Dakota,2019
Extortion,6,North Dakota,2019
Gambling,0,North Dakota,2019
Government Impersonation,3,North Dakota,2019
Hacktivist,0,North Dakota,2019
Harassment/Threats of Violence,8,North Dakota,2019
Health Care Related,0,North Dakota,2019
IPR/Copyright and Counterfeit,2,North Dakota,2019
Identity Theft,11,North Dakota,2019
Investment,0,North Dakota,2019
Lottery/Sweepstakes/Inheritance,3,North Dakota,2019
Malware/Scareware/Virus,0,North Dakota,2019
Misrepresentation,1,North Dakota,2019
No Lead Value,8,North Dakota,2019
Non-payment/Non-Delivery,268,North Dakota,2019
Other,7,North Dakota,2019
Overpayment,4,North Dakota,2019
Personal Data Breach,27,North Dakota,2019
Phishing/Vishing/Smishing/Pharming,5,North Dakota,2019
Ransomware,0,North Dakota,2019
Re-shipping,1,North Dakota,2019
Real Estate/Rental,10,North Dakota,2019
Spoofing,24,North Dakota,2019
Tech Support,2,North Dakota,2019
Terrorism,0,North Dakota,2019
Social Media,19,North Dakota,2019
Virtual Currency,2,North Dakota,2019
Advanced Fee,0,Northern Mariana Islands,2019
BEC/EAC,0,Northern Mariana Islands,2019
Charity,0,Northern Mariana Islands,2019
Civil Matter,0,Northern Mariana Islands,2019
Confidence Fraud/Romance,0,Northern Mariana Islands,2019
Corporate Data Breach,0,Northern Mariana Islands,2019
Credit Card Fraud,0,Northern Mariana Islands,2019
Crimes Against Children,0,Northern Mariana Islands,2019
Criminal Forums,0,Northern Mariana Islands,2019
Denial of Service/TDos,0,Northern Mariana Islands,2019
Employment,0,Northern Mariana Islands,2019
Extortion,0,Northern Mariana Islands,2019
Gambling,0,Northern Mariana Islands,2019
Government Impersonation,0,Northern Mariana Islands,2019
Hacktivist,0,Northern Mariana Islands,2019
Harassment/Threats of Violence,0,Northern Mariana Islands,2019
Health Care Related,0,Northern Mariana Islands,2019
IPR/Copyright and Counterfeit,0,Northern Mariana Islands,2019
Identity Theft,0,Northern Mariana Islands,2019
Investment,0,Northern Mariana Islands,2019
Lottery/Sweepstakes/Inheritance,0,Northern Mariana Islands,2019
Malware/Scareware/Virus,0,Northern Mariana Islands,2019
Misrepresentation,0,Northern Mariana Islands,2019
No Lead Value,1,Northern Mariana Islands,2019
Non-payment/Non-Delivery,0,Northern Mariana Islands,2019
Other,0,Northern Mariana Islands,2019
Overpayment,0,Northern Mariana Islands,2019
Personal Data Breach,0,Northern Mariana Islands,2019
Phishing/Vishing/Smishing/Pharming,0,Northern Mariana Islands,2019
Ransomware,0,Northern Mariana Islands,2019
Re-shipping,0,Northern Mariana Islands,2019
Real Estate/Rental,0,Northern Mariana Islands,2019
Spoofing,0,Northern Mariana Islands,2019
Tech Support,0,Northern Mariana Islands,2019
Terrorism,0,Northern Mariana Islands,2019
Social Media,0,Northern Mariana Islands,2019
Virtual Currency,0,Northern Mariana Islands,2019
Advanced Fee,125,Ohio,2019
BEC/EAC,83,Ohio,2019
Charity,3,Ohio,2019
Civil Matter,12,Ohio,2019
Confidence Fraud/Romance,206,Ohio,2019
Corporate Data Breach,12,Ohio,2019
Credit Card Fraud,97,Ohio,2019
Crimes Against Children,7,Ohio,2019
Criminal Forums,0,Ohio,2019
Denial of Service/TDos,4,Ohio,2019
Employment,125,Ohio,2019
Extortion,93,Ohio,2019
Gambling,5,Ohio,2019
Government Impersonation,34,Ohio,2019
Hacktivist,0,Ohio,2019
Harassment/Threats of Violence,148,Ohio,2019
Health Care Related,6,Ohio,2019
IPR/Copyright and Counterfeit,24,Ohio,2019
Identity Theft,86,Ohio,2019
Investment,28,Ohio,2019
Lottery/Sweepstakes/Inheritance,32,Ohio,2019
Malware/Scareware/Virus,6,Ohio,2019
Misrepresentation,47,Ohio,2019
No Lead Value,381,Ohio,2019
Non-payment/Non-Delivery,619,Ohio,2019
Other,50,Ohio,2019
Overpayment,180,Ohio,2019
Personal Data Breach,252,Ohio,2019
Phishing/Vishing/Smishing/Pharming,86,Ohio,2019
Ransomware,3,Ohio,2019
Re-shipping,6,Ohio,2019
Real Estate/Rental,60,Ohio,2019
Spoofing,113,Ohio,2019
Tech Support,41,Ohio,2019
Terrorism,1,Ohio,2019
Social Media,217,Ohio,2019
Virtual Currency,49,Ohio,2019
Advanced Fee,58,Oklahoma,2019
BEC/EAC,29,Oklahoma,2019
Charity,3,Oklahoma,2019
Civil Matter,9,Oklahoma,2019
Confidence Fraud/Romance,86,Oklahoma,2019
Corporate Data Breach,4,Oklahoma,2019
Credit Card Fraud,45,Oklahoma,2019
Crimes Against Children,3,Oklahoma,2019
Criminal Forums,0,Oklahoma,2019
Denial of Service/TDos,1,Oklahoma,2019
Employment,29,Oklahoma,2019
Extortion,46,Oklahoma,2019
Gambling,0,Oklahoma,2019
Government Impersonation,16,Oklahoma,2019
Hacktivist,0,Oklahoma,2019
Harassment/Threats of Violence,61,Oklahoma,2019
Health Care Related,3,Oklahoma,2019
IPR/Copyright and Counterfeit,2,Oklahoma,2019
Identity Theft,36,Oklahoma,2019
Investment,8,Oklahoma,2019
Lottery/Sweepstakes/Inheritance,15,Oklahoma,2019
Malware/Scareware/Virus,2,Oklahoma,2019
Misrepresentation,17,Oklahoma,2019
No Lead Value,29,Oklahoma,2019
Non-payment/Non-Delivery,337,Oklahoma,2019
Other,8,Oklahoma,2019
Overpayment,57,Oklahoma,2019
Personal Data Breach,111,Oklahoma,2019
Phishing/Vishing/Smishing/Pharming,26,Oklahoma,2019
Ransomware,1,Oklahoma,2019
Re-shipping,1,Oklahoma,2019
Real Estate/Rental,45,Oklahoma,2019
Spoofing,50,Oklahoma,2019
Tech Support,10,Oklahoma,2019
Terrorism,0,Oklahoma,2019
Social Media,83,Oklahoma,2019
Virtual Currency,22,Oklahoma,2019
Advanced Fee,49,Oregon,2019
BEC/EAC,39,Oregon,2019
Charity,0,Oregon,2019
Civil Matter,11,Oregon,2019
Confidence Fraud/Romance,76,Oregon,2019
Corporate Data Breach,4,Oregon,2019
Credit Card Fraud,83,Oregon,2019
Crimes Against Children,3,Oregon,2019
Criminal Forums,0,Oregon,2019
Denial of Service/TDos,5,Oregon,2019
Employment,34,Oregon,2019
Extortion,62,Oregon,2019
Gambling,0,Oregon,2019
Government Impersonation,36,Oregon,2019
Hacktivist,0,Oregon,2019
Harassment/Threats of Violence,123,Oregon,2019
Health Care Related,2,Oregon,2019
IPR/Copyright and Counterfeit,11,Oregon,2019
Identity Theft,56,Oregon,2019
Investment,9,Oregon,2019
Lottery/Sweepstakes/Inheritance,18,Oregon,2019
Malware/Scareware/Virus,6,Oregon,2019
Misrepresentation,30,Oregon,2019
No Lead Value,107,Oregon,2019
Non-payment/Non-Delivery,322,Oregon,2019
Other,28,Oregon,2019
Overpayment,52,Oregon,2019
Personal Data Breach,149,Oregon,2019
Phishing/Vishing/Smishing/Pharming,38,Oregon,2019
Ransomware,1,Oregon,2019
Re-shipping,18,Oregon,2019
Real Estate/Rental,76,Oregon,2019
Spoofing,40,Oregon,2019
Tech Support,24,Oregon,2019
Terrorism,0,Oregon,2019
Social Media,90,Oregon,2019
Virtual Currency,33,Oregon,2019
Advanced Fee,105,Pennsylvania,2019
BEC/EAC,125,Pennsylvania,2019
Charity,5,Pennsylvania,2019
Civil Matter,21,Pennsylvania,2019
Confidence Fraud/Romance,207,Pennsylvania,2019
Corporate Data Breach,12,Pennsylvania,2019
Credit Card Fraud,122,Pennsylvania,2019
Crimes Against Children,6,Pennsylvania,2019
Criminal Forums,0,Pennsylvania,2019
Denial of Service/TDos,11,Pennsylvania,2019
Employment,136,Pennsylvania,2019
Extortion,136,Pennsylvania,2019
Gambling,1,Pennsylvania,2019
Government Impersonation,52,Pennsylvania,2019
Hacktivist,0,Pennsylvania,2019
Harassment/Threats of Violence,183,Pennsylvania,2019
Health Care Related,3,Pennsylvania,2019
IPR/Copyright and Counterfeit,28,Pennsylvania,2019
Identity Theft,141,Pennsylvania,2019
Investment,30,Pennsylvania,2019
Lottery/Sweepstakes/Inheritance,35,Pennsylvania,2019
Malware/Scareware/Virus,9,Pennsylvania,2019
Misrepresentation,60,Pennsylvania,2019
No Lead Value,173,Pennsylvania,2019
Non-payment/Non-Delivery,798,Pennsylvania,2019
Other,66,Pennsylvania,2019
Overpayment,222,Pennsylvania,2019
Personal Data Breach,328,Pennsylvania,2019
Phishing/Vishing/Smishing/Pharming,108,Pennsylvania,2019
Ransomware,4,Pennsylvania,2019
Re-shipping,6,Pennsylvania,2019
Real Estate/Rental,81,Pennsylvania,2019
Spoofing,130,Pennsylvania,2019
Tech Support,65,Pennsylvania,2019
Terrorism,0,Pennsylvania,2019
Social Media,229,Pennsylvania,2019
Virtual Currency,70,Pennsylvania,2019
Advanced Fee,7,Puerto Rico,2019
BEC/EAC,6,Puerto Rico,2019
Charity,0,Puerto Rico,2019
Civil Matter,0,Puerto Rico,2019
Confidence Fraud/Romance,7,Puerto Rico,2019
Corporate Data Breach,1,Puerto Rico,2019
Credit Card Fraud,11,Puerto Rico,2019
Crimes Against Children,2,Puerto Rico,2019
Criminal Forums,0,Puerto Rico,2019
Denial of Service/TDos,0,Puerto Rico,2019
Employment,4,Puerto Rico,2019
Extortion,6,Puerto Rico,2019
Gambling,0,Puerto Rico,2019
Government Impersonation,0,Puerto Rico,2019
Hacktivist,0,Puerto Rico,2019
Harassment/Threats of Violence,21,Puerto Rico,2019
Health Care Related,1,Puerto Rico,2019
IPR/Copyright and Counterfeit,1,Puerto Rico,2019
Identity Theft,4,Puerto Rico,2019
Investment,0,Puerto Rico,2019
Lottery/Sweepstakes/Inheritance,2,Puerto Rico,2019
Malware/Scareware/Virus,0,Puerto Rico,2019
Misrepresentation,6,Puerto Rico,2019
No Lead Value,69,Puerto Rico,2019
Non-payment/Non-Delivery,29,Puerto Rico,2019
Other,5,Puerto Rico,2019
Overpayment,3,Puerto Rico,2019
Personal Data Breach,304,Puerto Rico,2019
Phishing/Vishing/Smishing/Pharming,7,Puerto Rico,2019
Ransomware,0,Puerto Rico,2019
Re-shipping,0,Puerto Rico,2019
Real Estate/Rental,3,Puerto Rico,2019
Spoofing,6,Puerto Rico,2019
Tech Support,0,Puerto Rico,2019
Terrorism,0,Puerto Rico,2019
Social Media,25,Puerto Rico,2019
Virtual Currency,2,Puerto Rico,2019
Advanced Fee,14,Rhode Island,2019
BEC/EAC,12,Rhode Island,2019
Charity,0,Rhode Island,2019
Civil Matter,2,Rhode Island,2019
Confidence Fraud/Romance,29,Rhode Island,2019
Corporate Data Breach,0,Rhode Island,2019
Credit Card Fraud,8,Rhode Island,2019
Crimes Against Children,1,Rhode Island,2019
Criminal Forums,0,Rhode Island,2019
Denial of Service/TDos,1,Rhode Island,2019
Employment,8,Rhode Island,2019
Extortion,4,Rhode Island,2019
Gambling,0,Rhode Island,2019
Government Impersonation,3,Rhode Island,2019
Hacktivist,0,Rhode Island,2019
Harassment/Threats of Violence,18,Rhode Island,2019
Health Care Related,0,Rhode Island,2019
IPR/Copyright and Counterfeit,2,Rhode Island,2019
Identity Theft,11,Rhode Island,2019
Investment,3,Rhode Island,2019
Lottery/Sweepstakes/Inheritance,3,Rhode Island,2019
Malware/Scareware/Virus,1,Rhode Island,2019
Misrepresentation,8,Rhode Island,2019
No Lead Value,18,Rhode Island,2019
Non-payment/Non-Delivery,82,Rhode Island,2019
Other,4,Rhode Island,2019
Overpayment,9,Rhode Island,2019
Personal Data Breach,24,Rhode Island,2019
Phishing/Vishing/Smishing/Pharming,6,Rhode Island,2019
Ransomware,0,Rhode Island,2019
Re-shipping,0,Rhode Island,2019
Real Estate/Rental,14,Rhode Island,2019
Spoofing,9,Rhode Island,2019
Tech Support,4,Rhode Island,2019
Terrorism,0,Rhode Island,2019
Social Media,20,Rhode Island,2019
Virtual Currency,4,Rhode Island,2019
Advanced Fee,74,South Carolina,2019
BEC/EAC,59,South Carolina,2019
Charity,1,South Carolina,2019
Civil Matter,4,South Carolina,2019
Confidence Fraud/Romance,88,South Carolina,2019
Corporate Data Breach,6,South Carolina,2019
Credit Card Fraud,62,South Carolina,2019
Crimes Against Children,1,South Carolina,2019
Criminal Forums,0,South Carolina,2019
Denial of Service/TDos,2,South Carolina,2019
Employment,38,South Carolina,2019
Extortion,73,South Carolina,2019
Gambling,0,South Carolina,2019
Government Impersonation,27,South Carolina,2019
Hacktivist,1,South Carolina,2019
Harassment/Threats of Violence,86,South Carolina,2019
Health Care Related,2,South Carolina,2019
IPR/Copyright and Counterfeit,7,South Carolina,2019
Identity Theft,73,South Carolina,2019
Investment,10,South Carolina,2019
Lottery/Sweepstakes/Inheritance,17,South Carolina,2019
Malware/Scareware/Virus,0,South Carolina,2019
Misrepresentation,25,South Carolina,2019
No Lead Value,64,South Carolina,2019
Non-payment/Non-Delivery,311,South Carolina,2019
Other,17,South Carolina,2019
Overpayment,64,South Carolina,2019
Personal Data Breach,117,South Carolina,2019
Phishing/Vishing/Smishing/Pharming,57,South Carolina,2019
Ransomware,1,South Carolina,2019
Re-shipping,2,South Carolina,2019
Real Estate/Rental,77,South Carolina,2019
Spoofing,57,South Carolina,2019
Tech Support,26,South Carolina,2019
Terrorism,0,South Carolina,2019
Social Media,108,South Carolina,2019
Virtual Currency,20,South Carolina,2019
Advanced Fee,4,South Dakota,2019
BEC/EAC,4,South Dakota,2019
Charity,0,South Dakota,2019
Civil Matter,1,South Dakota,2019
Confidence Fraud/Romance,11,South Dakota,2019
Corporate Data Breach,0,South Dakota,2019
Credit Card Fraud,4,South Dakota,2019
Crimes Against Children,0,South Dakota,2019
Criminal Forums,0,South Dakota,2019
Denial of Service/TDos,0,South Dakota,2019
Employment,5,South Dakota,2019
Extortion,6,South Dakota,2019
Gambling,0,South Dakota,2019
Government Impersonation,1,South Dakota,2019
Hacktivist,0,South Dakota,2019
Harassment/Threats of Violence,7,South Dakota,2019
Health Care Related,0,South Dakota,2019
IPR/Copyright and Counterfeit,1,South Dakota,2019
Identity Theft,3,South Dakota,2019
Investment,1,South Dakota,2019
Lottery/Sweepstakes/Inheritance,4,South Dakota,2019
Malware/Scareware/Virus,1,South Dakota,2019
Misrepresentation,3,South Dakota,2019
No Lead Value,13,South Dakota,2019
Non-payment/Non-Delivery,52,South Dakota,2019
Other,3,South Dakota,2019
Overpayment,13,South Dakota,2019
Personal Data Breach,14,South Dakota,2019
Phishing/Vishing/Smishing/Pharming,2,South Dakota,2019
Ransomware,0,South Dakota,2019
Re-shipping,0,South Dakota,2019
Real Estate/Rental,2,South Dakota,2019
Spoofing,5,South Dakota,2019
Tech Support,1,South Dakota,2019
Terrorism,0,South Dakota,2019
Social Media,9,South Dakota,2019
Virtual Currency,2,South Dakota,2019
Advanced Fee,50,Tennessee,2019
BEC/EAC,60,Tennessee,2019
Charity,2,Tennessee,2019
Civil Matter,10,Tennessee,2019
Confidence Fraud/Romance,131,Tennessee,2019
Corporate Data Breach,1,Tennessee,2019
Credit Card Fraud,113,Tennessee,2019
Crimes Against Children,5,Tennessee,2019
Criminal Forums,0,Tennessee,2019
Denial of Service/TDos,3,Tennessee,2019
Employment,64,Tennessee,2019
Extortion,93,Tennessee,2019
Gambling,4,Tennessee,2019
Government Impersonation,29,Tennessee,2019
Hacktivist,0,Tennessee,2019
Harassment/Threats of Violence,120,Tennessee,2019
Health Care Related,2,Tennessee,2019
IPR/Copyright and Counterfeit,8,Tennessee,2019
Identity Theft,91,Tennessee,2019
Investment,25,Tennessee,2019
Lottery/Sweepstakes/Inheritance,18,Tennessee,2019
Malware/Scareware/Virus,5,Tennessee,2019
Misrepresentation,37,Tennessee,2019
No Lead Value,746,Tennessee,2019
Non-payment/Non-Delivery,404,Tennessee,2019
Other,34,Tennessee,2019
Overpayment,97,Tennessee,2019
Personal Data Breach,147,Tennessee,2019
Phishing/Vishing/Smishing/Pharming,51,Tennessee,2019
Ransomware,4,Tennessee,2019
Re-shipping,3,Tennessee,2019
Real Estate/Rental,76,Tennessee,2019
Spoofing,72,Tennessee,2019
Tech Support,29,Tennessee,2019
Terrorism,0,Tennessee,2019
Social Media,126,Tennessee,2019
Virtual Currency,56,Tennessee,2019
Advanced Fee,511,Texas,2019
BEC/EAC,431,Texas,2019
Charity,13,Texas,2019
Civil Matter,40,Texas,2019
Confidence Fraud/Romance,831,Texas,2019
Corporate Data Breach,40,Texas,2019
Credit Card Fraud,449,Texas,2019
Crimes Against Children,19,Texas,2019
Criminal Forums,0,Texas,2019
Denial of Service/TDos,21,Texas,2019
Employment,560,Texas,2019
Extortion,637,Texas,2019
Gambling,6,Texas,2019
Government Impersonation,482,Texas,2019
Hacktivist,0,Texas,2019
Harassment/Threats of Violence,496,Texas,2019
Health Care Related,15,Texas,2019
IPR/Copyright and Counterfeit,84,Texas,2019
Identity Theft,362,Texas,2019
Investment,112,Texas,2019
Lottery/Sweepstakes/Inheritance,129,Texas,2019
Malware/Scareware/Virus,26,Texas,2019
Misrepresentation,137,Texas,2019
No Lead Value,"1,613",Texas,2019
Non-payment/Non-Delivery,"2,252",Texas,2019
Other,164,Texas,2019
Overpayment,690,Texas,2019
Personal Data Breach,852,Texas,2019
Phishing/Vishing/Smishing/Pharming,370,Texas,2019
Ransomware,11,Texas,2019
Re-shipping,24,Texas,2019
Real Estate/Rental,398,Texas,2019
Spoofing,422,Texas,2019
Tech Support,199,Texas,2019
Terrorism,0,Texas,2019
Social Media,677,Texas,2019
Virtual Currency,214,Texas,2019
Advanced Fee,0,United States Minor Outlying Islands,2019
BEC/EAC,1,United States Minor Outlying Islands,2019
Charity,0,United States Minor Outlying Islands,2019
Civil Matter,0,United States Minor Outlying Islands,2019
Confidence Fraud/Romance,1,United States Minor Outlying Islands,2019
Corporate Data Breach,0,United States Minor Outlying Islands,2019
Credit Card Fraud,2,United States Minor Outlying Islands,2019
Crimes Against Children,0,United States Minor Outlying Islands,2019
Criminal Forums,0,United States Minor Outlying Islands,2019
Denial of Service/TDos,0,United States Minor Outlying Islands,2019
Employment,1,United States Minor Outlying Islands,2019
Extortion,0,United States Minor Outlying Islands,2019
Gambling,0,United States Minor Outlying Islands,2019
Government Impersonation,1,United States Minor Outlying Islands,2019
Hacktivist,0,United States Minor Outlying Islands,2019
Harassment/Threats of Violence,3,United States Minor Outlying Islands,2019
Health Care Related,0,United States Minor Outlying Islands,2019
IPR/Copyright and Counterfeit,0,United States Minor Outlying Islands,2019
Identity Theft,1,United States Minor Outlying Islands,2019
Investment,3,United States Minor Outlying Islands,2019
Lottery/Sweepstakes/Inheritance,1,United States Minor Outlying Islands,2019
Malware/Scareware/Virus,0,United States Minor Outlying Islands,2019
Misrepresentation,0,United States Minor Outlying Islands,2019
No Lead Value,2,United States Minor Outlying Islands,2019
Non-payment/Non-Delivery,1,United States Minor Outlying Islands,2019
Other,0,United States Minor Outlying Islands,2019
Overpayment,1,United States Minor Outlying Islands,2019
Personal Data Breach,4,United States Minor Outlying Islands,2019
Phishing/Vishing/Smishing/Pharming,1,United States Minor Outlying Islands,2019
Ransomware,0,United States Minor Outlying Islands,2019
Re-shipping,0,United States Minor Outlying Islands,2019
Real Estate/Rental,1,United States Minor Outlying Islands,2019
Spoofing,0,United States Minor Outlying Islands,2019
Tech Support,0,United States Minor Outlying Islands,2019
Terrorism,0,United States Minor Outlying Islands,2019
Social Media,3,United States Minor Outlying Islands,2019
Virtual Currency,1,United States Minor Outlying Islands,2019
Advanced Fee,52,Utah,2019
BEC/EAC,37,Utah,2019
Charity,0,Utah,2019
Civil Matter,8,Utah,2019
Confidence Fraud/Romance,58,Utah,2019
Corporate Data Breach,6,Utah,2019
Credit Card Fraud,48,Utah,2019
Crimes Against Children,5,Utah,2019
Criminal Forums,0,Utah,2019
Denial of Service/TDos,0,Utah,2019
Employment,41,Utah,2019
Extortion,34,Utah,2019
Gambling,0,Utah,2019
Government Impersonation,10,Utah,2019
Hacktivist,0,Utah,2019
Harassment/Threats of Violence,35,Utah,2019
Health Care Related,2,Utah,2019
IPR/Copyright and Counterfeit,2,Utah,2019
Identity Theft,40,Utah,2019
Investment,9,Utah,2019
Lottery/Sweepstakes/Inheritance,10,Utah,2019
Malware/Scareware/Virus,2,Utah,2019
Misrepresentation,26,Utah,2019
No Lead Value,94,Utah,2019
Non-payment/Non-Delivery,272,Utah,2019
Other,23,Utah,2019
Overpayment,64,Utah,2019
Personal Data Breach,76,Utah,2019
Phishing/Vishing/Smishing/Pharming,36,Utah,2019
Ransomware,3,Utah,2019
Re-shipping,0,Utah,2019
Real Estate/Rental,43,Utah,2019
Spoofing,29,Utah,2019
Tech Support,44,Utah,2019
Terrorism,0,Utah,2019
Social Media,75,Utah,2019
Virtual Currency,21,Utah,2019
Advanced Fee,4,Vermont,2019
BEC/EAC,7,Vermont,2019
Charity,0,Vermont,2019
Civil Matter,0,Vermont,2019
Confidence Fraud/Romance,11,Vermont,2019
Corporate Data Breach,0,Vermont,2019
Credit Card Fraud,5,Vermont,2019
Crimes Against Children,0,Vermont,2019
Criminal Forums,0,Vermont,2019
Denial of Service/TDos,0,Vermont,2019
Employment,6,Vermont,2019
Extortion,9,Vermont,2019
Gambling,0,Vermont,2019
Government Impersonation,0,Vermont,2019
Hacktivist,0,Vermont,2019
Harassment/Threats of Violence,3,Vermont,2019
Health Care Related,0,Vermont,2019
IPR/Copyright and Counterfeit,3,Vermont,2019
Identity Theft,1,Vermont,2019
Investment,1,Vermont,2019
Lottery/Sweepstakes/Inheritance,1,Vermont,2019
Malware/Scareware/Virus,0,Vermont,2019
Misrepresentation,4,Vermont,2019
No Lead Value,8,Vermont,2019
Non-payment/Non-Delivery,50,Vermont,2019
Other,0,Vermont,2019
Overpayment,10,Vermont,2019
Personal Data Breach,14,Vermont,2019
Phishing/Vishing/Smishing/Pharming,4,Vermont,2019
Ransomware,0,Vermont,2019
Re-shipping,0,Vermont,2019
Real Estate/Rental,4,Vermont,2019
Spoofing,6,Vermont,2019
Tech Support,2,Vermont,2019
Terrorism,0,Vermont,2019
Social Media,12,Vermont,2019
Virtual Currency,6,Vermont,2019
Advanced Fee,0,Virgin Islands,2019
BEC/EAC,0,Virgin Islands,2019
Charity,0,Virgin Islands,2019
Civil Matter,0,Virgin Islands,2019
Confidence Fraud/Romance,0,Virgin Islands,2019
Corporate Data Breach,0,Virgin Islands,2019
Credit Card Fraud,1,Virgin Islands,2019
Crimes Against Children,0,Virgin Islands,2019
Criminal Forums,0,Virgin Islands,2019
Denial of Service/TDos,0,Virgin Islands,2019
Employment,0,Virgin Islands,2019
Extortion,0,Virgin Islands,2019
Gambling,0,Virgin Islands,2019
Government Impersonation,0,Virgin Islands,2019
Hacktivist,0,Virgin Islands,2019
Harassment/Threats of Violence,3,Virgin Islands,2019
